uid,nightuid,namedLocation,domainID,siteID,plotID,trapCoordinate,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,trapStatus,trapType,collectDate,endDate,tagID,individualCode,taxonID,scientificName,taxonRank,identificationQualifier,identificationReferences,nativeStatusCode,sex,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,larvalTicksAttached,nymphalTicksAttached,adultTicksAttached,bloodSampleID,bloodSampleBarcode,bloodSampleMethod,fecalSampleID,fecalSampleBarcode,fecalSampleCondition,earSampleID,earSampleBarcode,hairSampleID,hairSampleBarcode,hairSampleContents,voucherSampleID,voucherSampleBarcode,measuredBy,recordedBy,remarks,dataQF
"d961c0b3-2c23-4e10-b191-dcf8ba14cc9a","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","E3","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"58cd8d65-59bb-43fc-a0eb-09fde942d898","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","D5","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"222e1316-7d0e-4938-a2b9-a35d3709477d","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","C9","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"8409fc71-8078-4715-841b-7a97707b0227","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","B1","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"60614c22-fb41-42a5-8277-c8bd2c95c91b","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","A6","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"de6b5198-6da8-4a1a-a507-ba4805b4cf28","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","B3","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"3389f0d4-9768-461e-b864-8e5cb83cbb30","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","B2","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"30c71288-953c-42e8-92b3-275e6579def9","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","B7","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"d1c045cb-a331-4550-9e1c-aee48f448d4a","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","E4","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"bfb1235c-7f96-4af0-b5a4-79302280d5d6","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","A9","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"68703554-a008-4a33-b742-de2ff614103a","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","C9","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"9b05b64d-bd2d-463c-aa03-6914612db12b","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","F10","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"6851ca5d-f6f4-4621-9d47-09f44e73d3c1","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","J5","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"6109d49c-9fac-4693-bcb2-17f7cf0dcb3f","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","G1","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"1799d5df-301b-4362-a312-309ed3e0adc1","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","J4","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"5662f103-8ba9-4cb5-89be-3b48936287ad","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","J1","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"0097238b-cf1b-45dd-ba61-333454f902d6","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","H2","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"f3fcae98-bb0f-4464-b374-c4866122bf87","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","I8","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"b3a3ae08-d4ad-4499-a7aa-a00ad01ec760","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","H9","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"d973c5ed-c857-4231-87fa-29263155fc31","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","I6","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"844bdb0b-00a0-4a18-afd1-95023497b4ae","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","F7","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"666485d0-7452-4407-9ae0-d803d4f0d81e","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","H7","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"ee63630f-11f5-47ae-ae79-b4db8b905d17","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","J8","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"680df522-bac1-4bf3-82f5-712ff30fdaad","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","F3","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"36fa68d3-17ec-4771-94d4-c87b5700689f","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","I10","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"c8bce66d-c8db-41be-aca8-309ac4496f2b","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","F1","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"c1355778-9c8d-413b-9b0d-c04c0e38ab9f","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","A7","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"0bc4da4f-2b11-4bee-bff0-c54859716f7b","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","C5","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"1702fbd7-70a3-4b9d-99ad-5127ee8644e1","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","C8","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"2 - trap disturbed/door closed but empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"4377ff9c-5f75-4f8b-86c2-cf4967ba404c","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","B4","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"8b39eef8-2ab2-4dd1-9e3f-7259810fe6b4","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","E5","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"cad0b545-fbcf-4188-b093-3b703c9fb8d7","673c91fd-5a9a-4a3c-87af-8ee1b2184269","SJER_009.mammalGrid.mam","D17","SJER","SJER_009","B9","distributed","grasslandHerbaceous",37.116909,-119.739947,"WGS84",45.2,433.7,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eartz@neoninc.org","Severett@battelleecology.org",,
"56ce0fb6-6e84-4b11-a4bd-bf182fb46923","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","I9","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"87a00121-2be9-454f-b080-3362d67bf263","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","G8","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"70f169c1-4eab-4672-944b-c29f107622a7","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","I4","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"bc1689ce-967f-4694-a1d8-637c398d85b3","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","G2","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"06f0bc98-3a72-464b-b69b-d85bb36df3d9","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","D2","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"4642ae25-bff0-408b-ba31-5298d16e10f0","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","E2","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"28abcd2d-f75c-492f-91e7-01fb15a21892","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","C5","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"1497eefc-0f9e-498b-896b-4d26df7edf3a","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","B9","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"5 - capture","ShermanXLK","2017-02-17","2017-02-17","NEON.MAM.D17.R1068",,"PEBO","Peromyscus boylii","species",,,"N","M","N","processed",,"adult","nonscrotal",,,,18,16,63,113,18,"N","N","N","SJER.20170217.R1068.B",,"mandibular","SJER.20170217.R1068.F",,"fresh","SJER.20170217.R1068.E",,"SJER.20170217.R1068.H",,,,,"auccello@field-ops.org","Frosenbower@field-ops.org","tissue cold chain broken",
"7b9348fb-eacf-441a-8815-ed271c5df521","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","D4","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"fddceb51-b047-47e4-9840-5df3e332bc58","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","A10","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"5 - capture","ShermanXLK","2017-02-17","2017-02-17","NEON.MAM.D17.R1064",,"PEMA","Peromyscus maniculatus","species","cf. species",,"N","F","N","processed",,"subadult",,"nonenlarged","not","neither",15,12,50,104,9,"N","N","N",,,,"SJER.20170217.R1064.F",,"fresh","SJER.20170217.R1064.E",,"SJER.20170217.R1064.H",,,,,"auccello@field-ops.org","Frosenbower@field-ops.org","tissue cold chain broken",
"345ccb46-d2db-462e-88bf-6acdfad30a3d","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","D6","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
"a08c150b-d659-41f9-b99b-8e5f47ba1d66","a9ccba1d-e34f-4233-804b-27bd8038fc16","SJER_002.mammalGrid.mam","D17","SJER","SJER_002","D9","distributed","grasslandHerbaceous",37.081628,-119.742642,"WGS84",45.1,340.6,0.1,"6 - trap set and empty","ShermanXLF","2017-02-17","2017-02-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"auccello@field-ops.org","Frosenbower@field-ops.org",,
